entry_code,entry_type_code,entry_type_name,entry_type_name_zh,entry_name_zh,entry_name_en,n_records,n_people,first_year,last_year,n_valid_year_records,semantic_category,government_entry_confidence,include_target_v2_candidate,include_target_v2b_candidate,reason,manual_review_needed
313,05,Schools,學校門,武童,preparing for military studentship,499,499,1869.0,1869.0,1,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
314,05,Schools,學校門,文童/儒童,preparing for a civil studentship,199,199,,,0,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
315,04,Examination,科舉門,博學鴻儒,Boxue hongru Exam Kangxi 18,36,36,1678.0,1737.0,36,exam_degree,MEDIUM,True,False,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,True
316,02,Kinship,血親門,皇子/親王,Imperial Prince,11,11,1.0,897.0,7,hereditary_or_yin_privilege,MEDIUM,True,False,Official taxonomy identifies kinship/yin privilege; strict inclusion requires explicit office/rank succession rather than clan or student status alone.,True
317,06,Yin Privilege,恩蔭門,五品廕生,Student by yin privilege from a Rank 5 Official,1,1,,,0,hereditary_or_yin_privilege,MEDIUM,True,False,Official taxonomy identifies kinship/yin privilege; strict inclusion requires explicit office/rank succession rather than clan or student status alone.,True
318,06,Yin Privilege,恩蔭門,六品廕生,Student by yin privilege from a Rank 6 Official,2,2,,,0,hereditary_or_yin_privilege,MEDIUM,True,False,Official taxonomy identifies kinship/yin privilege; strict inclusion requires explicit office/rank succession rather than clan or student status alone.,True
319,08,Recommendation,薦舉門,舉為孝廉方正,recommendation as xiao lian fang zheng (est. 1722),61,61,1386.0,1865.0,28,recommendation,HIGH,True,True,Official taxonomy identifies recommendation as the entry route.,False
320,0501,Students in Schools,學生門,州、府學生,prefectural school student,85,85,1753.0,1753.0,1,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
321,90,Other Method of Entry,其他入仕途徑,出身軍職,Various military roles,15,15,,,0,military_entry,MEDIUM,True,False,"Description indicates a military role, but the broad Other branch does not always prove a bureaucratic appointment.",True
322,90,Other Method of Entry,其他入仕途徑,內務府 （清朝）,Imperial Household Department (Qing),16,16,,,0,ambiguous,LOW,False,False,The broad Other branch and description do not establish a uniform government-entry event.,True
323,05,Schools,學校門,於國內公立私立大學就學、畢業,Student at/Graduate of Public or Private Domestic Universities,21,19,1870.0,1910.0,10,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
324,0501,Students in Schools,學生門,庠生,school student,1825,1825,1630.0,1630.0,1,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
325,0501,Students in Schools,學生門,郡庠生,prefecture school student,208,208,,,0,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
326,0501,Students in Schools,學生門,邑庠生,county school student,644,644,1478.0,1503.0,3,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
328,0503,Tribute Students,貢生門,武貢士,examination: military gongshi,0,0,,,0,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
329,04,Examination,科舉門,策試,the imperial examination on current politics,107,107,974.0,1667.0,102,exam_degree,MEDIUM,True,False,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,True
330,08,Recommendation,薦舉門,特恩保舉經學科,"Recommendation, by special grace, to the Classical Studies Section",5,5,1751.0,1751.0,4,recommendation,HIGH,True,True,Official taxonomy identifies recommendation as the entry route.,False
332,040103,Licenciate,生員,翻譯生員,Licentiate in Translation,14,14,1873.0,1873.0,1,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
334,040101,Jinshi Examinations,進士類,法政科進士,Examination: Jinshi (Law And Administration),3,3,1906.0,1909.0,3,exam_degree,HIGH,True,True,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,False
335,05,Schools,學校門,奉祀生(祠生),Imperial Academy Student: Sacrificer (Sage'S Descendant),14,14,,,0,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
336,90,Other Method of Entry,其他入仕途徑,鄉賓,Guest In Community Drinking Ceremony,115,115,1631.0,1830.0,9,ambiguous,LOW,False,False,The broad Other branch and description do not establish a uniform government-entry event.,True
337,90,Other Method of Entry,其他入仕途徑,大賓,Principal Guest In Community Drinking Ceremony,14,14,,,0,ambiguous,LOW,False,False,The broad Other branch and description do not establish a uniform government-entry event.,True
339,90,Other Method of Entry,其他入仕途徑,介賓,Attendent Guest In Community Drinking Ceremony,5,5,,,0,ambiguous,LOW,False,False,The broad Other branch and description do not establish a uniform government-entry event.,True
340,02,Kinship,血親門,宗室選試: 量試,special examination for imperial clan - extend benevolence examination,0,0,,,0,hereditary_or_yin_privilege,MEDIUM,True,False,Official taxonomy identifies kinship/yin privilege; strict inclusion requires explicit office/rank succession rather than clan or student status alone.,True
341,02,Kinship,血親門,宗室選試: 取應,special examination for imperial clan - special enrollment,0,0,,,0,hereditary_or_yin_privilege,MEDIUM,True,False,Official taxonomy identifies kinship/yin privilege; strict inclusion requires explicit office/rank succession rather than clan or student status alone.,True
342,90,Other Method of Entry,其他入仕途徑,賜名;賜名授官,granted name and title,0,0,,,0,direct_appointment,HIGH,True,True,"Description within the Other branch explicitly indicates office, appointment, or promotion.",False
343,0403,Decree Examination,制舉,詞學兼茂科,Examination: Literary and Erudite,31,31,1111.0,1128.0,31,exam_degree,MEDIUM,True,False,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,True
345,04,Examination,科舉門,科舉: 中正榜,No translation yet,3,3,1772.0,1790.0,2,exam_degree,MEDIUM,True,False,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,True
346,0401,Regular Examination,正常科舉,科舉：三傳,examination：three commentaries,3,3,1027.0,1027.0,1,exam_degree,MEDIUM,True,False,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,True
347,04,Examination,科舉門,科舉: 宗室舉人(宗室鄉試),examination: imperial clan Juren,39,39,1801.0,1885.0,39,exam_degree,HIGH,True,True,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,False
348,04,Examination,科舉門,科舉: 宗室進士(宗室會試),examination: ministerial examination for imperial clan,41,41,,,0,exam_degree,HIGH,True,True,Official taxonomy places the code in an examination branch; confidence is high only when the description explicitly signals a passed degree/graduate outcome.,False
349,0501,Students in Schools,學生門,醫生/醫學生,Medical Student in the Imperial Academy of Medicine,0,0,,,0,school_or_student_status,LOW,False,False,"Official taxonomy identifies a school, student, licentiate, academy, or tribute-student status; this is not automatically an appointment.",True
